property name,property location,property type,property circle rate /100 sqm,property circle_rates per sq feet,property plot_area,property far,property built up area,property age,property Multi_factor,property_construction_cost,property valuation,presumed annual rent by valuation method,property_class,presumed annual rent per feet,presumed annual rent by built up method,presumed annual rent for annual rateable value calculation,annual rateable value,property_tax
uvrve,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,1,1,1000,1347870.2,67393.51,2,40.0,44000.0,44000.0,39600.0,1386.0
acoxr,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,1,1,1100,1457870.2,72893.51,2,40.0,44000.0,44000.0,39600.0,1386.0
ekjke,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,1,1,1300,1677870.2,83893.51,2,40.0,44000.0,44000.0,39600.0,1386.0
voiul,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,6,0.9,700,940870.2,47043.51,2,40.0,44000.0,44000.0,39600.0,1386.0
gikdz,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,6,0.9,1000,1237870.2,61893.51,2,40.0,44000.0,44000.0,39600.0,1386.0
wzlbb,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,6,0.9,1100,1336870.2,66843.51,2,40.0,44000.0,44000.0,39600.0,1386.0
cjzuw,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,6,0.9,1300,1534870.2,76743.51,2,40.0,44000.0,44000.0,39600.0,1386.0
puwnh,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,11,0.8,700,863870.2,43193.51,2,40.0,44000.0,43193.51,38874.16,1360.6
latte,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,11,0.8,1000,1127870.2,56393.51,2,40.0,44000.0,44000.0,39600.0,1386.0
jjowq,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,11,0.8,1100,1215870.2,60793.51,2,40.0,44000.0,44000.0,39600.0,1386.0
fezik,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,11,0.8,1300,1391870.2,69593.51,2,40.0,44000.0,44000.0,39600.0,1386.0
rptvc,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,16,0.7,700,786870.2,39343.51,2,40.0,44000.0,39343.51,35409.16,1239.32
xfrmw,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,16,0.7,1000,1017870.2,50893.51,2,40.0,44000.0,44000.0,39600.0,1386.0
hocdu,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,16,0.7,1100,1094870.2,54743.51,2,40.0,44000.0,44000.0,39600.0,1386.0
digqp,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,16,0.7,1300,1248870.2,62443.51,2,40.0,44000.0,44000.0,39600.0,1386.0
impqa,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,21,0.6,700,709870.2,35493.51,2,40.0,44000.0,35493.51,31944.16,1118.05
xjsdl,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,21,0.6,1000,907870.2,45393.51,2,40.0,44000.0,44000.0,39600.0,1386.0
hbawd,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,21,0.6,1100,973870.2,48693.51,2,40.0,44000.0,44000.0,39600.0,1386.0
csozd,ringanwada,residential,121275,112.67,2200.0,0.5,1100.0,21,0.6,1300,1105870.2,55293.51,2,40.0,44000.0,44000.0,39600.0,1386.0
paojc,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,1,1,700,1348715.74,67435.79,1,120.0,132000.0,67435.79,60692.21,3338.07
dbxtm,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,1,1,1000,1678715.74,83935.79,1,120.0,132000.0,83935.79,75542.21,4154.82
kcpmx,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,1,1,1100,1788715.74,89435.79,1,120.0,132000.0,89435.79,80492.21,4427.07
bdogg,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,1,1,1300,2008715.74,100435.79,1,120.0,132000.0,100435.79,90392.21,4971.57
cnkqq,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,6,0.9,700,1271715.74,63585.79,1,120.0,132000.0,63585.79,57227.21,3147.5
oubyn,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,6,0.9,1000,1568715.74,78435.79,1,120.0,132000.0,78435.79,70592.21,3882.57
uiqbf,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,6,0.9,1100,1667715.74,83385.79,1,120.0,132000.0,83385.79,75047.21,4127.6
itzmm,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,6,0.9,1300,1865715.74,93285.79,1,120.0,132000.0,93285.79,83957.21,4617.65
rooke,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,11,0.8,700,1194715.74,59735.79,1,120.0,132000.0,59735.79,53762.21,2956.92
tncby,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,11,0.8,1000,1458715.74,72935.79,1,120.0,132000.0,72935.79,65642.21,3610.32
abwbt,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,11,0.8,1100,1546715.74,77335.79,1,120.0,132000.0,77335.79,69602.21,3828.12
ccubg,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,11,0.8,1300,1722715.74,86135.79,1,120.0,132000.0,86135.79,77522.21,4263.72
zyymv,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,16,0.7,700,1117715.74,55885.79,1,120.0,132000.0,55885.79,50297.21,2766.35
wkrvo,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,16,0.7,1000,1348715.74,67435.79,1,120.0,132000.0,67435.79,60692.21,3338.07
veaol,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,16,0.7,1100,1425715.74,71285.79,1,120.0,132000.0,71285.79,64157.21,3528.65
zmjsi,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,16,0.7,1300,1579715.74,78985.79,1,120.0,132000.0,78985.79,71087.21,3909.8
umuep,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,21,0.6,700,1040715.74,52035.79,1,120.0,132000.0,52035.79,46832.21,2575.77
qhxuj,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,21,0.6,1000,1238715.74,61935.79,1,120.0,132000.0,61935.79,55742.21,3065.82
vnhuo,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,21,0.6,1100,1304715.74,65235.79,1,120.0,132000.0,65235.79,58712.21,3229.17
hwlqo,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,21,0.6,1300,1436715.74,71835.79,1,120.0,132000.0,71835.79,64652.21,3555.87
wopez,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,1,1,700,1348715.74,67435.79,2,60.0,66000.0,66000.0,59400.0,3267.0
gsmnh,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,1,1,1000,1678715.74,83935.79,2,60.0,66000.0,66000.0,59400.0,3267.0
yonos,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,1,1,1100,1788715.74,89435.79,2,60.0,66000.0,66000.0,59400.0,3267.0
fteeu,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,1,1,1300,2008715.74,100435.79,2,60.0,66000.0,66000.0,59400.0,3267.0
gstnd,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,6,0.9,700,1271715.74,63585.79,2,60.0,66000.0,63585.79,57227.21,3147.5
cyepb,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,6,0.9,1000,1568715.74,78435.79,2,60.0,66000.0,66000.0,59400.0,3267.0
maowl,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,6,0.9,1100,1667715.74,83385.79,2,60.0,66000.0,66000.0,59400.0,3267.0
nnkun,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,6,0.9,1300,1865715.74,93285.79,2,60.0,66000.0,66000.0,59400.0,3267.0
aqtuf,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,11,0.8,700,1194715.74,59735.79,2,60.0,66000.0,59735.79,53762.21,2956.92
fqyhq,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,11,0.8,1000,1458715.74,72935.79,2,60.0,66000.0,66000.0,59400.0,3267.0
tvboj,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,11,0.8,1100,1546715.74,77335.79,2,60.0,66000.0,66000.0,59400.0,3267.0
nzdrm,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,11,0.8,1300,1722715.74,86135.79,2,60.0,66000.0,66000.0,59400.0,3267.0
alofb,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,16,0.7,700,1117715.74,55885.79,2,60.0,66000.0,55885.79,50297.21,2766.35
llvua,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,16,0.7,1000,1348715.74,67435.79,2,60.0,66000.0,66000.0,59400.0,3267.0
nudcy,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,16,0.7,1100,1425715.74,71285.79,2,60.0,66000.0,66000.0,59400.0,3267.0
onwaz,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,16,0.7,1300,1579715.74,78985.79,2,60.0,66000.0,66000.0,59400.0,3267.0
jnebe,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,21,0.6,700,1040715.74,52035.79,2,60.0,66000.0,52035.79,46832.21,2575.77
fcgoy,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,21,0.6,1000,1238715.74,61935.79,2,60.0,66000.0,61935.79,55742.21,3065.82
xffzm,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,21,0.6,1100,1304715.74,65235.79,2,60.0,66000.0,65235.79,58712.21,3229.17
xpjjf,ringanwada,commercial,283147.2,263.05,2200.0,0.5,1100.0,21,0.6,1300,1436715.74,71835.79,2,60.0,66000.0,66000.0,59400.0,3267.0
nipeq,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,1,1,700,1402870.2,70143.51,1,80.0,132000.0,70143.51,63129.16,2209.52
djdgt,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,1,1,1000,1897870.2,94893.51,1,80.0,132000.0,94893.51,85404.16,2989.15
xdsry,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,1,1,1100,2062870.2,103143.51,1,80.0,132000.0,103143.51,92829.16,3249.02
qicic,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,1,1,1300,2392870.2,119643.51,1,80.0,132000.0,119643.51,107679.16,3768.77
ichng,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,6,0.9,700,1287370.2,64368.51,1,80.0,132000.0,64368.51,57931.66,2027.61
snclv,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,6,0.9,1000,1732870.2,86643.51,1,80.0,132000.0,86643.51,77979.16,2729.27
pfgeo,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,6,0.9,1100,1881370.2,94068.51,1,80.0,132000.0,94068.51,84661.66,2963.16
cvorn,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,6,0.9,1300,2178370.2,108918.51,1,80.0,132000.0,108918.51,98026.66,3430.93
uebeu,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,11,0.8,700,1171870.2,58593.51,1,80.0,132000.0,58593.51,52734.16,1845.7
qxbhc,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,11,0.8,1000,1567870.2,78393.51,1,80.0,132000.0,78393.51,70554.16,2469.4
wbkmd,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,11,0.8,1100,1699870.2,84993.51,1,80.0,132000.0,84993.51,76494.16,2677.3
hydxa,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,11,0.8,1300,1963870.2,98193.51,1,80.0,132000.0,98193.51,88374.16,3093.1
muydu,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,16,0.7,700,1056370.2,52818.51,1,80.0,132000.0,52818.51,47536.66,1663.78
pqouo,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,16,0.7,1000,1402870.2,70143.51,1,80.0,132000.0,70143.51,63129.16,2209.52
dklot,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,16,0.7,1100,1518370.2,75918.51,1,80.0,132000.0,75918.51,68326.66,2391.43
osvne,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,16,0.7,1300,1749370.2,87468.51,1,80.0,132000.0,87468.51,78721.66,2755.26
dvumb,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,21,0.6,700,940870.2,47043.51,1,80.0,132000.0,47043.51,42339.16,1481.87
ulfgj,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,21,0.6,1000,1237870.2,61893.51,1,80.0,132000.0,61893.51,55704.16,1949.65
rpwrw,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,21,0.6,1100,1336870.2,66843.51,1,80.0,132000.0,66843.51,60159.16,2105.57
cggmk,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,21,0.6,1300,1534870.2,76743.51,1,80.0,132000.0,76743.51,69069.16,2417.42
xhtno,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,1,1,700,1402870.2,70143.51,2,40.0,66000.0,66000.0,59400.0,2079.0
oefde,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,1,1,1000,1897870.2,94893.51,2,40.0,66000.0,66000.0,59400.0,2079.0
hsgzs,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,1,1,1100,2062870.2,103143.51,2,40.0,66000.0,66000.0,59400.0,2079.0
jnjka,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,1,1,1300,2392870.2,119643.51,2,40.0,66000.0,66000.0,59400.0,2079.0
gbzta,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,6,0.9,700,1287370.2,64368.51,2,40.0,66000.0,64368.51,57931.66,2027.61
dhoko,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,6,0.9,1000,1732870.2,86643.51,2,40.0,66000.0,66000.0,59400.0,2079.0
mhqpt,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,6,0.9,1100,1881370.2,94068.51,2,40.0,66000.0,66000.0,59400.0,2079.0
jojei,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,6,0.9,1300,2178370.2,108918.51,2,40.0,66000.0,66000.0,59400.0,2079.0
elyin,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,11,0.8,700,1171870.2,58593.51,2,40.0,66000.0,58593.51,52734.16,1845.7
ewgfa,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,11,0.8,1000,1567870.2,78393.51,2,40.0,66000.0,66000.0,59400.0,2079.0
qoeim,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,11,0.8,1100,1699870.2,84993.51,2,40.0,66000.0,66000.0,59400.0,2079.0
poalw,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,11,0.8,1300,1963870.2,98193.51,2,40.0,66000.0,66000.0,59400.0,2079.0
xvpao,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,16,0.7,700,1056370.2,52818.51,2,40.0,66000.0,52818.51,47536.66,1663.78
ahxhr,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,16,0.7,1000,1402870.2,70143.51,2,40.0,66000.0,66000.0,59400.0,2079.0
qbhid,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,16,0.7,1100,1518370.2,75918.51,2,40.0,66000.0,66000.0,59400.0,2079.0
eqnui,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,16,0.7,1300,1749370.2,87468.51,2,40.0,66000.0,66000.0,59400.0,2079.0
zqzoy,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,21,0.6,700,940870.2,47043.51,2,40.0,66000.0,47043.51,42339.16,1481.87
pdiwr,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,21,0.6,1000,1237870.2,61893.51,2,40.0,66000.0,61893.51,55704.16,1949.65
ujjsc,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,21,0.6,1100,1336870.2,66843.51,2,40.0,66000.0,66000.0,59400.0,2079.0
nmbhb,ringanwada,residential,121275,112.67,2200.0,0.75,1650.0,21,0.6,1300,1534870.2,76743.51,2,40.0,66000.0,66000.0,59400.0,2079.0
avezj,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,1,1,700,1733715.74,86685.79,1,120.0,198000.0,86685.79,78017.21,4290.95
zrbgj,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,1,1,1000,2228715.74,111435.79,1,120.0,198000.0,111435.79,100292.21,5516.07
bvljx,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,1,1,1100,2393715.74,119685.79,1,120.0,198000.0,119685.79,107717.21,5924.45
zdjim,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,1,1,1300,2723715.74,136185.79,1,120.0,198000.0,136185.79,122567.21,6741.2
jxalw,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,6,0.9,700,1618215.74,80910.79,1,120.0,198000.0,80910.79,72819.71,4005.08
vbuuv,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,6,0.9,1000,2063715.74,103185.79,1,120.0,198000.0,103185.79,92867.21,5107.7
zpnwh,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,6,0.9,1100,2212215.74,110610.79,1,120.0,198000.0,110610.79,99549.71,5475.23
bayuy,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,6,0.9,1300,2509215.74,125460.79,1,120.0,198000.0,125460.79,112914.71,6210.31
mqgly,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,11,0.8,700,1502715.74,75135.79,1,120.0,198000.0,75135.79,67622.21,3719.22
pdoup,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,11,0.8,1000,1898715.74,94935.79,1,120.0,198000.0,94935.79,85442.21,4699.32
pogje,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,11,0.8,1100,2030715.74,101535.79,1,120.0,198000.0,101535.79,91382.21,5026.02
qwxmv,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,11,0.8,1300,2294715.74,114735.79,1,120.0,198000.0,114735.79,103262.21,5679.42
igcnp,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,16,0.7,700,1387215.74,69360.79,1,120.0,198000.0,69360.79,62424.71,3433.36
dfidt,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,16,0.7,1000,1733715.74,86685.79,1,120.0,198000.0,86685.79,78017.21,4290.95
ckgwf,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,16,0.7,1100,1849215.74,92460.79,1,120.0,198000.0,92460.79,83214.71,4576.81
rztcw,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,16,0.7,1300,2080215.74,104010.79,1,120.0,198000.0,104010.79,93609.71,5148.53
bsrtd,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,21,0.6,700,1271715.74,63585.79,1,120.0,198000.0,63585.79,57227.21,3147.5
kwqtw,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,21,0.6,1000,1568715.74,78435.79,1,120.0,198000.0,78435.79,70592.21,3882.57
xvnzm,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,21,0.6,1100,1667715.74,83385.79,1,120.0,198000.0,83385.79,75047.21,4127.6
axdnv,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,21,0.6,1300,1865715.74,93285.79,1,120.0,198000.0,93285.79,83957.21,4617.65
urbea,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,1,1,700,1733715.74,86685.79,2,60.0,99000.0,86685.79,78017.21,4290.95
yscff,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,1,1,1000,2228715.74,111435.79,2,60.0,99000.0,99000.0,89100.0,4900.5
hsraq,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,1,1,1100,2393715.74,119685.79,2,60.0,99000.0,99000.0,89100.0,4900.5
mnvia,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,1,1,1300,2723715.74,136185.79,2,60.0,99000.0,99000.0,89100.0,4900.5
oiijs,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,6,0.9,700,1618215.74,80910.79,2,60.0,99000.0,80910.79,72819.71,4005.08
nlyqi,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,6,0.9,1000,2063715.74,103185.79,2,60.0,99000.0,99000.0,89100.0,4900.5
cjqmi,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,6,0.9,1100,2212215.74,110610.79,2,60.0,99000.0,99000.0,89100.0,4900.5
qzzua,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,6,0.9,1300,2509215.74,125460.79,2,60.0,99000.0,99000.0,89100.0,4900.5
lcyal,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,11,0.8,700,1502715.74,75135.79,2,60.0,99000.0,75135.79,67622.21,3719.22
mbteo,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,11,0.8,1000,1898715.74,94935.79,2,60.0,99000.0,94935.79,85442.21,4699.32
pnsfc,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,11,0.8,1100,2030715.74,101535.79,2,60.0,99000.0,99000.0,89100.0,4900.5
vbnzk,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,11,0.8,1300,2294715.74,114735.79,2,60.0,99000.0,99000.0,89100.0,4900.5
fzifq,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,16,0.7,700,1387215.74,69360.79,2,60.0,99000.0,69360.79,62424.71,3433.36
fdgxf,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,16,0.7,1000,1733715.74,86685.79,2,60.0,99000.0,86685.79,78017.21,4290.95
agmhp,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,16,0.7,1100,1849215.74,92460.79,2,60.0,99000.0,92460.79,83214.71,4576.81
vtcfy,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,16,0.7,1300,2080215.74,104010.79,2,60.0,99000.0,99000.0,89100.0,4900.5
zkjxs,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,21,0.6,700,1271715.74,63585.79,2,60.0,99000.0,63585.79,57227.21,3147.5
ceusi,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,21,0.6,1000,1568715.74,78435.79,2,60.0,99000.0,78435.79,70592.21,3882.57
ohuol,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,21,0.6,1100,1667715.74,83385.79,2,60.0,99000.0,83385.79,75047.21,4127.6
lqnsi,ringanwada,commercial,283147.2,263.05,2200.0,0.75,1650.0,21,0.6,1300,1865715.74,93285.79,2,60.0,99000.0,93285.79,83957.21,4617.65
ngaoe,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,1,1,700,1787870.2,89393.51,1,80.0,176000.0,89393.51,80454.16,2815.9
jwdzg,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,1,1,1000,2447870.2,122393.51,1,80.0,176000.0,122393.51,110154.16,3855.4
tyvga,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,1,1,1100,2667870.2,133393.51,1,80.0,176000.0,133393.51,120054.16,4201.9
xmxkb,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,1,1,1300,3107870.2,155393.51,1,80.0,176000.0,155393.51,139854.16,4894.9
zktkm,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,6,0.9,700,1633870.2,81693.51,1,80.0,176000.0,81693.51,73524.16,2573.35
qqmhi,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,6,0.9,1000,2227870.2,111393.51,1,80.0,176000.0,111393.51,100254.16,3508.9
csrad,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,6,0.9,1100,2425870.2,121293.51,1,80.0,176000.0,121293.51,109164.16,3820.75
unwji,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,6,0.9,1300,2821870.2,141093.51,1,80.0,176000.0,141093.51,126984.16,4444.45
tvkth,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,11,0.8,700,1479870.2,73993.51,1,80.0,176000.0,73993.51,66594.16,2330.8
nnvyr,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,11,0.8,1000,2007870.2,100393.51,1,80.0,176000.0,100393.51,90354.16,3162.4
xslrq,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,11,0.8,1100,2183870.2,109193.51,1,80.0,176000.0,109193.51,98274.16,3439.6
imypy,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,11,0.8,1300,2535870.2,126793.51,1,80.0,176000.0,126793.51,114114.16,3994.0
xxzmg,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,16,0.7,700,1325870.2,66293.51,1,80.0,176000.0,66293.51,59664.16,2088.25
ncrtr,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,16,0.7,1000,1787870.2,89393.51,1,80.0,176000.0,89393.51,80454.16,2815.9
weaem,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,16,0.7,1100,1941870.2,97093.51,1,80.0,176000.0,97093.51,87384.16,3058.45
akyll,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,16,0.7,1300,2249870.2,112493.51,1,80.0,176000.0,112493.51,101244.16,3543.55
yoefz,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,21,0.6,700,1171870.2,58593.51,1,80.0,176000.0,58593.51,52734.16,1845.7
spois,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,21,0.6,1000,1567870.2,78393.51,1,80.0,176000.0,78393.51,70554.16,2469.4
ublyx,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,21,0.6,1100,1699870.2,84993.51,1,80.0,176000.0,84993.51,76494.16,2677.3
odupy,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,21,0.6,1300,1963870.2,98193.51,1,80.0,176000.0,98193.51,88374.16,3093.1
frasl,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,1,1,700,1787870.2,89393.51,2,40.0,88000.0,88000.0,79200.0,2772.0
dsldx,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,1,1,1000,2447870.2,122393.51,2,40.0,88000.0,88000.0,79200.0,2772.0
wdrvi,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,1,1,1100,2667870.2,133393.51,2,40.0,88000.0,88000.0,79200.0,2772.0
lvrak,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,1,1,1300,3107870.2,155393.51,2,40.0,88000.0,88000.0,79200.0,2772.0
wjqov,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,6,0.9,700,1633870.2,81693.51,2,40.0,88000.0,81693.51,73524.16,2573.35
qvkph,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,6,0.9,1000,2227870.2,111393.51,2,40.0,88000.0,88000.0,79200.0,2772.0
tgixn,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,6,0.9,1100,2425870.2,121293.51,2,40.0,88000.0,88000.0,79200.0,2772.0
evqka,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,6,0.9,1300,2821870.2,141093.51,2,40.0,88000.0,88000.0,79200.0,2772.0
zmijn,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,11,0.8,700,1479870.2,73993.51,2,40.0,88000.0,73993.51,66594.16,2330.8
cusgo,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,11,0.8,1000,2007870.2,100393.51,2,40.0,88000.0,88000.0,79200.0,2772.0
